,Country Code,country,Region,date,land_area,human_capital_index,population,population_density,rural_population,Agricultural_land,forest_area,avg_precipitation,GDP_current_US,expense,military_expenditure,government_expenditure_on_education,government_health_expenditure,research_and_development_expenditure,tax_revenue,trade_in_services,central_goverment_debt,human_capital_index,control_of_corruption_estimate,renewvable_energy_consumption%,electric_power_consumption,Not_getting_Electricity,CO2_emisions,other_greenhouse_emisions,multidimensional_poverty_headcount_ratio%,inflation_annual%,real_interest_rate,risk_premium_on_lending,birth_rate,death_rate,life_expectancy_at_birth,goverment_effectiveness_estimate,doing_business,statistical_performance_indicators,individuals_using_internet,political_stability_estimate,rule_of_law_estimate,gini_index,voice_and_accountability_estimate,intentional_homicides
10833,SVN,Slovenia,Europe & Central Asia,01 January 2020,20136.4,0.774986982,2102419.0,104.4088814,943608.0,6104.9,12378.3,1162.0,53706800044.0,24412629165.05,570057557.58,3093511805.52,3684767755.02,1153273009.95,9068415749.66,13563702217.88,,0.774986982,0.803910613,22.4,,0.0,12477.3,15286.67677,15.0,-0.054856816,,,8.9,11.4,80.53170732,1.158009291,,,1820722.21,0.710935533,1.060341001,24.0,0.935727596,0.519445931
10876,SLB,Solomon Islands,East Asia & Pacific,01 January 2000,27990.0,,429978.0,15.36184352,361986.0,760.0,25376.0,3028.0,419842688.0,,,,18658460.73,,,124819931.9,,,0.17756246,55.26,,409864.0,235.4,538.103194,,7.88956187,4.522841874,,35.271,5.939,67.225,,,,2069.47,-0.732952654,0.571376622,,0.221702695,
10881,SLB,Solomon Islands,East Asia & Pacific,01 January 2005,27990.0,,482486.0,17.23779921,396449.0,890.0,25339.4,3028.0,552864568.4,,,,35387719.63,,,99407558.8,,,0.087780945,49.7,,389662.0,294.7,636.992511,,7.330663416,-1.309227822,4.662389225,33.884,5.829,67.936,-0.639271379,,,4073.67,-0.017183067,-0.814222395,46.1,-0.098199673,5.388757394
10886,SLB,Solomon Islands,East Asia & Pacific,01 January 2010,27990.0,,540394.0,19.30668096,432056.0,1070.0,25302.8,3028.0,898133646.6,,,71237623.97,26487013.67,,,279248357.0,,,-0.339228064,45.07,,349013.0,342.8,737.518284,,1.051481633,12.47041208,10.72516667,33.641,5.614,68.732,-1.022879243,,,27019.7,0.343293846,-0.647864223,,0.065894239,
10891,SLB,Solomon Islands,East Asia & Pacific,01 January 2015,27990.0,,612660.0,21.88853162,475669.0,1130.0,25266.2,3028.0,1307909891.0,401189165.03,,132555360.72,40167975.2,,336644783.55,288055346.07,88122072.09,,-0.343763322,48.64,,275084.0,304.1,780.410112,,-0.574469286,6.889235487,10.01333333,32.928,5.26,69.583,-1.058191538,,,61268.85,0.660984755,-0.474889934,,0.284538299,
10896,SLB,Solomon Islands,East Asia & Pacific,01 January 2020,27990.0,0.419872612,691191.0,24.69421222,520674.0,1170.0,25229.7,3028.0,1536145831.0,490232424.95,,195858593.45,55316209.52,,323382244.54,202356742.4,176102226.84,0.419872612,0.090953663,49.01,,187327.0,223.3,835.240357,,2.963549921,12.16988677,10.19257074,30.223,5.082,70.199,-0.83149296,,,248009.41,0.636625767,-0.020779163,,0.555384398,
10939,SOM,Somalia,Sub-Saharan Africa,01 January 2000,627340.0,,8721465.0,13.90229381,5821840.0,440670.0,75150.0,282.0,,,,,,,,,,,-1.231535554,93.28,,8537498.0,486.6,25198.10952,,,,,49.901,15.778,50.66,-1.975720167,,,1744.29,-1.948787212,-2.190433979,,-1.713139653,
10944,SOM,Somalia,Sub-Saharan Africa,01 January 2005,627340.0,,10467292.0,16.68519782,6666514.0,443770.0,71312.5,282.0,,,,,,,,,,,-1.683112144,93.3,,8899386.0,580.6,27109.69021,,,,,48.972,15.593,50.661,-2.132419109,,,112767.05,-2.70559001,-2.219452381,,-1.759174347,
10949,SOM,Somalia,Sub-Saharan Africa,01 January 2010,627340.0,,12026649.0,19.17086269,7298973.0,441280.0,67475.0,282.0,,,,,,,,,,,-1.726097345,93.57,,5740052.0,631.2,24991.99617,,,,,47.696,15.358,50.563,-2.171951532,,,,-3.130971432,-2.40626359,,-2.010588646,
10954,SOM,Somalia,Sub-Saharan Africa,01 January 2015,627340.0,,13763906.0,21.94010584,7811705.0,441250.0,63637.5,282.0,5335000000.0,,,,,,,,,,-1.625072598,94.5,,6711092.0,646.2,25760.90016,,,,,46.474,12.447,54.857,-2.185796976,,,242244.75,-2.380827904,-2.304109097,,-2.001467228,
10959,SOM,Somalia,Sub-Saharan Africa,01 January 2020,627340.0,,16537016.0,26.36053177,8906671.0,441250.0,59800.0,282.0,6883000000.0,18353.79,,,,,5416.92,,,,-1.670672178,95.52,,8291071.0,660.4,26272.10205,,,,,44.007,11.39,55.967,-2.109025478,,,,-2.576968193,-2.30549407,,-1.838114142,
11002,ZAF,South Africa,Sub-Saharan Africa,01 January 2000,1213090.0,,46813266.0,38.59010131,20180731.0,981250.0,177780.9,495.0,151753000000.0,37082073459.4,2105252874.97,7449266650.24,4074267670.11,,31831805263.77,10895801061.28,60153460263.4,,0.550269723,16.18,4399.393967,12922789.0,284463.3,368777.7595,,5.338951029,4.870582387,4.39,20.705,10.174,58.47,0.645909369,,,2503835.49,-0.227864951,0.148772299,57.8,0.746240437,46.47827868
11007,ZAF,South Africa,Sub-Saharan Africa,01 January 2005,1213090.0,,49017147.0,40.4068511,19834298.0,974830.0,175960.9,495.0,288867000000.0,73954928311.81,3997253990.41,13069787105.91,7929487658.85,2224969206.8,66358848402.33,23979633161.08,,,0.483857185,9.89,4529.414982,9411292.0,377642.7,469918.5038,,2.062846165,4.761489203,3.719166667,21.913,13.177,53.98,0.569725692,,,3670669.9,-0.162092119,-0.011951254,64.8,0.64901036,37.79901717
11012,ZAF,South Africa,Sub-Saharan Africa,01 January 2010,1213090.0,0.425338328,51784921.0,42.68844109,19565379.0,968910.0,174140.9,495.0,417364000000.0,123445890647.8,4656981948.7,21431516975.44,16695939179.34,2766455575.16,93992893177.72,35599497653.09,,0.425338328,0.065393098,9.65,4492.77503,8907006.0,425548.4,528517.785,,4.089729895,3.49095979,3.413333333,22.274,11.257,58.899,0.192784637,,,12428381.04,-0.029427003,0.097749457,63.4,0.60209012,30.69040087
11017,ZAF,South Africa,Sub-Saharan Africa,01 January 2015,1213090.0,,55876504.0,46.0613013,19652884.0,963410.0,172320.9,495.0,346710000000.0,116771160904.12,3810974172.23,19009589495.03,15935916465.92,2536079598.86,86846322460.17,31277895704.57,182546827266.8,,-0.043698575,7.73,,8213846.0,425063.1,530523.0827,,4.540642277,3.667742833,3.364166667,21.3,9.259,63.95,0.116498068,,,29010586.77,-0.212992936,0.036860969,,0.6485852,33.41833984
11022,ZAF,South Africa,Sub-Saharan Africa,01 January 2020,1213090.0,0.425453395,58801927.0,48.47284785,19196477.0,963410.0,170500.9,495.0,337620000000.0,127910417208.55,3718991504.48,20908401975.93,17996950443.85,,78629712828.16,19965652067.48,261762028056.93,0.425453395,-0.010780005,9.76,,5880193.0,393241.6,501520.8805,,3.210035975,1.907151255,3.1625,20.326,9.425,65.252,0.096805505,,,41349697.33,-0.24082458,-0.179914132,,0.700182557,33.96487358
11065,SSD,South Sudan,Sub-Saharan Africa,01 January 2000,,,6114440.0,,5105313.0,,,,,,,,,,,,,,,,,,459.820652,52686.44656,,,,,51.432,18.587,46.028,,,,,,,,,
11070,SSD,South Sudan,Sub-Saharan Africa,01 January 2005,,,7662654.0,,6348202.0,,,,,,,,,,,,,,,,,,912.013225,62994.05954,,,,,43.519,14.028,51.545,,,,,,,,,
11075,SSD,South Sudan,Sub-Saharan Africa,01 January 2010,,,9714419.0,,7979424.0,,,,14602072411.0,,604618162.2,,,,,,,,-0.819455504,,,9568703.0,1313.250224,68561.58247,,1.169621803,,,40.18,11.68,54.812,,,,,,,,,
11080,SSD,South Sudan,Sub-Saharan Africa,01 January 2015,631930.0,,11194299.0,17.71446046,9083950.0,283920.5,71570.0,900.0,11997800760.0,,1267143102.12,175834963.9,,,,1143449999.99,,,-1.702069521,27.49,,10655909.0,1969.4,52511.74593,,52.76633042,-3.321404055,10.78039389,36.325,11.072,55.566,-2.137000561,,,335828.97,-2.37568903,-1.883612156,,-1.59546876,
11085,SSD,South Sudan,Sub-Saharan Africa,01 January 2020,631930.0,0.306520849,10606227.0,16.78386372,8463875.0,282510.0,71570.0,900.0,,,,,,,,,,0.306520849,-1.916456819,33.22,,9836116.0,1742.7,56051.36036,,29.67584355,14.55130674,-4.32038252,29.166,10.759,55.48,-2.31318593,,,689404.76,-2.213626623,-1.944447994,,-1.815015435,
11128,ESP,Spain,Europe & Central Asia,01 January 2000,499000.0,,40567864.0,81.29832465,9630000.0,297660.0,170939.3,636.0,598363000000.0,,10324861198.54,24928101504.2,29432812086.25,5282109147.0,,85078909252.69,337575866149.04,,1.328282833,7.88,5167.809673,0.0,293314.3,369377.061,,3.433515634,,,9.8,8.9,78.96585366,1.685757279,,,5527355.57,0.459468246,1.407501459,34.3,1.277019858,1.357333293
11133,ESP,Spain,Europe & Central Asia,01 January 2005,499090.0,,43653155.0,87.4654972,9925418.0,291640.0,178196.35,636.0,1153720000000.0,,16004147183.45,47813848830.91,63830788865.52,12685843885.82,,152646595852.41,464574319487.04,,1.327615857,7.3,6111.219223,0.0,350499.8,424168.8721,,3.368814098,,,10.6,8.8,80.17073171,1.501133561,,,20901130.61,0.193026617,1.117549539,32.4,1.1314044,1.185751552
11138,ESP,Spain,Europe & Central Asia,01 January 2010,500010.0,0.70828557,46576897.0,93.15193096,10041047.0,275450.0,185453.4,636.0,1422110000000.0,,19730043039.22,69058800070.16,96540823324.53,19340126587.16,,179433007217.0,713441310676.98,0.70828557,1.160037041,14.39,5706.563063,0.0,274140.6,350175.3957,26.1,1.799864577,,,10.4,8.2,81.62682927,0.942760587,,,30647598.23,-0.318043739,1.156788111,35.2,1.122542858,0.861018098
11143,ESP,Spain,Europe & Central Asia,01 January 2015,499661.0,,46444832.0,92.95268592,9473817.0,265765.0,185511.8,636.0,1196160000000.0,397065712115.52,15201085762.73,51274236573.24,77853238300.99,14621381555.42,169850210955.26,183629909203.78,1260698534094.72,,0.662847698,16.3,,0.0,257251.2,326263.0749,28.6,-0.50036571,,,9.0,9.1,82.83170732,1.184805393,,,36547267.32,0.251491189,0.910484672,36.2,1.044849038,0.650422725
11148,ESP,Spain,Europe & Central Asia,01 January 2020,499556.645,0.728255033,47365655.0,94.81538375,9089469.0,261426.38,185721.7,636.0,1276960000000.0,524729499853.25,17405817004.8,58612465953.75,100230027107.7,17946524187.25,173432976816.75,151798133095.15,1792802493157.76,0.728255033,0.737676799,19.35,,0.0,202705.8,270310.9717,26.4,-0.322753017,,,7.2,10.4,82.33170732,0.887231767,,,44147466.11,0.437478542,0.894206524,34.9,1.007955313,0.629172397
11191,LKA,Sri Lanka,South Asia,01 January 2000,62710.0,,18776371.0,299.4158986,15325274.0,23500.0,21664.2,1712.0,16330814180.0,3754239709.03,822072440.46,,371918471.66,23503308.42,2368419686.4,2560158157.3,15825217505.0,,-0.199228778,64.16,294.8386565,5568621.0,10928.9,20640.53357,,6.17627591,,,18.189,8.101,70.355,-0.342374563,,,121560.11,-1.904112697,0.159529582,,-0.190723956,
11196,LKA,Sri Lanka,South Asia,01 January 2005,62710.0,,19673866.0,313.7277308,16072958.0,25100.0,21350.2,1712.0,24405791045.0,4928985073.55,644199004.95,551570875.18,515130271.29,,3351532337.82,3628833849.72,22112845770.13,,-0.33986178,60.08,397.4816134,4313676.0,13984.4,24497.85696,,11.6396861,0.312845407,1.7375,18.821,7.489,72.118,-0.310655504,,,352564.88,-1.152236819,0.158469424,,-0.206795961,6.196036915
11201,LKA,Sri Lanka,South Asia,01 January 2010,62710.0,,20668557.0,329.5894913,16901506.0,26200.0,21036.2,1712.0,58636160849.0,9558191886.94,1583614847.59,1007216823.96,916997286.61,80255311.59,6410028108.87,5586845000.2,40607315237.34,,-0.41968292,61.85,450.6362007,3038278.0,13071.8,24596.57305,,6.217648893,-13.17004174,1.651666667,17.553,7.369,73.215,-0.196751013,,,,-0.942946851,-0.118414134,,-0.505228579,3.691597732
11206,LKA,Sri Lanka,South Asia,01 January 2015,61893.0,,21336697.0,344.7352205,17441470.0,27400.0,21288.2,1712.0,85140955517.0,14548933859.69,2173695421.87,1897579037.57,1455861553.57,92556731.04,9978745490.93,10468543017.57,62589380434.78,,-0.348609656,51.27,,1209631.0,19240.9,31300.28372,,3.768367831,3.827736638,0.306666667,15.886,6.98,74.927,0.012744916,,,3255979.96,0.090368114,0.05063723,,-0.29613018,2.282452568
11211,LKA,Sri Lanka,South Asia,01 January 2020,61860.0,0.598324299,21919000.0,354.3323634,17817298.0,28120.0,21130.2,1712.0,84440535699.0,16076134826.82,1586370364.2,,1572720742.44,,6554907236.59,5251332521.94,,0.598324299,-0.308005214,49.32,,5677.0,21846.3,35117.25456,,6.153945084,,,14.235,7.056,76.393,-0.046926882,,,12978234.49,-0.084873721,0.00735091,,-0.050366238,
11506,SDN,Sudan,Sub-Saharan Africa,01 January 2000,2376000.0,,26298773.0,11.06850715,17752987.0,1315750.0,289831.6,,12257299147.0,,587298790.9,124065926.95,149536802.83,57948833.79,,675000000.04,,,-1.018884778,80.42,82.51335528,20250055.0,5690.74,77778.20798,,7.121258972,,,38.097,9.699,58.319,-0.943567038,,,6781.15,-2.24417305,-1.631618261,,-1.752221942,
11511,SDN,Sudan,Sub-Saharan Africa,01 January 2005,2376000.0,,29540577.0,12.43290278,19863084.0,1352200.0,281106.65,,35182707174.0,,1545334265.61,414603562.43,562795235.66,79161089.03,,1650024690.08,,,-1.387641191,72.28,102.9770001,20537567.0,10496.0,88417.05111,,8.505850759,,,35.929,10.065,57.279,-1.408913374,,,381676.27,-1.973295927,-1.649950027,,-1.71884191,
11516,SDN,Sudan,Sub-Saharan Africa,01 January 2010,2376000.0,,33739933.0,14.2003085,22575727.0,1372462.0,272381.7,,74151157012.0,10477922968.39,,,1220725449.63,,4347092801.05,2774704549.05,,,-1.196660757,61.31,179.3423834,21597357.0,16427.4,93567.0219,,12.97766639,,,37.497,7.648,63.016,-1.378242254,,,,-2.665277719,-1.337230921,,-1.725589037,
11521,SDN,Sudan,Sub-Saharan Africa,01 January 2015,1868000.0,,38171178.0,20.43424946,25233439.0,684910.8,192099.3,250.0,84984672416.0,9103324630.81,2257126454.95,,1923417519.11,,6964016294.88,3316005545.05,,,-1.483054042,61.91,,19843024.0,19259.2,103118.5931,,16.90957061,,,36.413,7.012,64.659,-1.482540727,,,,-2.162183285,-1.215296388,,-1.783203959,
11526,SDN,Sudan,Sub-Saharan Africa,01 January 2020,1868000.0,0.377445191,44440486.0,23.79041006,28773881.0,694058.4,183595.5,250.0,27034593750.0,,305957445.09,,278797278.62,,,2928552673.75,,0.377445191,-1.427463531,62.13,,17911428.0,20796.1,107114.2127,,163.2577824,,,34.226,6.67,65.614,-1.525775909,,,12621098.02,-1.663594604,-1.079388857,,-1.437512636,
11569,SUR,Suriname,Latin America & Caribbean,01 January 2000,156000.0,,478998.0,3.0705,160733.0,880.0,153408.7,2331.0,947671969.7,,,,26920345.07,,,,,,0.454761356,23.63,2227.566712,21956.0,1480.42,2667.507982,,59.40168655,-19.74758257,,24.198,7.801,65.508,-0.142010897,,,12005.66,0.212451234,-0.038425419,,0.442086488,14.19628663
11574,SUR,Suriname,Latin America & Caribbean,01 January 2005,156000.0,,516220.0,3.309102564,171994.0,728.0,153203.65,2331.0,1793410617.0,,,,42371650.98,,,558999999.97,,,0.216340378,18.88,2675.215993,26552.0,1687.26,2785.835899,,9.898004896,1.609997479,,22.271,8.209,67.002,-0.060379967,,,33054.01,0.233044505,-0.13585934,,0.129616141,13.36640712
11579,SUR,Suriname,Latin America & Caribbean,01 January 2010,156000.0,,546080.0,3.500512821,183789.0,783.0,152998.6,2331.0,4368371528.0,,,,86960141.07,,,500399999.79,,,-0.3327021,22.1,2887.855259,48069.0,1744.87,3286.180597,,6.941082216,4.099001972,,20.361,7.109,69.894,-0.108953409,,,172506.67,0.082475461,-0.05776104,,0.383502692,
11584,SUR,Suriname,Latin America & Caribbean,01 January 2015,156000.0,,575475.0,3.688942308,195339.0,870.0,152516.7,2331.0,5126238146.0,,,283720871.78,162205567.49,,,885900078.07,,,-0.244158536,11.59,,28869.0,2724.1,4352.376443,,6.893903592,7.404869688,,19.127,7.215,70.8,-0.346649587,,,246095.14,0.256688297,-0.197424546,,0.411409616,5.908162822
11589,SUR,Suriname,Latin America & Caribbean,01 January 2020,156000.0,,607065.0,3.891442308,205498.0,840.0,151962.9,2331.0,2911807496.0,,,145796241.48,127448810.11,,,665210768.58,,,-0.43851307,14.66,,9693.0,2601.32,4312.425111,,34.88978431,-20.94895588,,18.279,7.036,72.561,-0.54402411,,,376900.18,0.42354694,-0.110816099,,0.418522716,9.059985339
11632,SWE,Sweden,Europe & Central Asia,01 January 2000,407339.7,,8872109.0,21.78061456,1417231.0,29741.0,281630.0,624.0,262834000000.0,90768854442.67,4791640988.51,17715405785.29,16267945869.63,,78479406829.37,43913780655.29,184715312387.15,,2.225827932,39.82,15681.61527,0.0,53277.5,68330.26277,,0.899143734,4.203435428,1.817891667,10.2,10.5,79.64390244,1.879326344,,,4053458.3,1.391772032,1.800186872,27.2,1.57328856,1.082172576
11637,SWE,Sweden,Europe & Central Asia,01 January 2005,407339.7,,9029572.0,22.16717889,1415927.0,32012.0,281180.0,624.0,392219000000.0,129822196087.73,5553383202.01,25519337439.6,26308285730.61,13176911237.09,112005452138.56,77307791675.06,226974072383.39,,2.012797594,39.3,15430.96395,0.0,50082.6,64256.01605,,0.453170853,2.826218266,1.815333333,11.2,10.2,80.54634146,1.887381077,,,7659785.93,1.299904823,1.797751307,26.8,1.584472775,0.916950977
11642,SWE,Sweden,Europe & Central Asia,01 January 2010,407339.7,0.762113333,9378126.0,23.02286274,1401467.0,30737.0,280730.0,624.0,495813000000.0,164106428905.55,5885937632.99,32340344072.28,34026276903.24,15706810802.69,135850376445.33,104821268600.44,214696522827.32,0.762113333,2.219725847,44.7,14934.32696,0.0,47985.5,61014.40639,17.7,1.157988027,,,12.3,9.6,81.45121951,1.962421894,,,8440313.4,1.094170451,1.930308819,27.7,1.542725921,0.969970409
11647,SWE,Sweden,Europe & Central Asia,01 January 2015,407310.64,,9799186.0,24.05826177,1317697.0,30283.5,279800.0,624.0,505104000000.0,162424119211.36,5386944529.79,37599437201.51,45819496879.03,16259448801.25,137069272950.88,132668143600.31,239592650874.96,,2.185940981,51.91,,0.0,39120.1,51265.79253,18.6,-0.046784745,,,11.7,9.3,82.20487805,1.711374879,,,8879061.7,0.947106421,2.019405603,29.2,1.565330386,1.13713105
11652,SWE,Sweden,Europe & Central Asia,01 January 2020,407283.532,0.795357108,10353442.0,25.42072337,1244794.0,30055.4,279800.0,624.0,547054000000.0,190252513395.81,6339128872.58,39223772215.76,53482226862.71,19295798158.98,146251506543.92,138898669978.9,240671218219.28,0.795357108,2.125867128,58.4,,0.0,33576.1,45458.82211,17.9,0.497367319,,,10.9,9.5,82.35609756,1.709824443,,,9788085.18,1.026380301,1.797250509,28.9,1.502536297,1.195875829
11695,CHE,Switzerland,Europe & Central Asia,01 January 2000,39524.0,,7184250.0,181.7693047,1912232.0,15660.0,11961.8,1537.0,279209000000.0,51699823245.54,2873844776.85,12978666804.17,7269265256.02,6306772975.76,28011211323.73,83035284191.34,71974234010.27,,2.048353672,18.19,7845.634548,0.0,43708.8,52787.05705,,1.558529197,,,10.9,8.7,79.6804878,1.956340551,,,3383781.75,1.578812003,1.94582057,33.4,1.413346887,0.960727279
11700,CHE,Switzerland,Europe & Central Asia,01 January 2005,39518.0,,7437115.0,188.1956324,1972472.0,15500.0,12154.5,1537.0,418293000000.0,74549146013.54,3566463601.18,21154751131.53,12992592222.14,,38174091493.97,128766295481.18,122966339110.08,,2.010125875,18.73,8305.371102,0.0,45850.7,55215.00962,,1.171954203,,,9.8,8.2,81.23658537,1.845770478,,,5213417.61,1.196782112,1.901669383,,1.586438179,
11705,CHE,Switzerland,Europe & Central Asia,01 January 2010,39516.0,0.768143713,7824909.0,198.0187519,2065228.0,15346.0,12347.2,1537.0,598851000000.0,100126357375.24,4084165592.6,28539021521.97,19267134085.74,,56076455781.63,190271869102.12,125720181244.13,0.768143713,2.064142466,20.56,8174.408162,0.0,45207.8,54762.18135,,0.688238707,2.413050268,,10.3,8.0,82.24634146,1.870759368,,,6565098.65,1.258594275,1.74979496,32.6,1.584911227,0.664754602
11710,CHE,Switzerland,Europe & Central Asia,01 January 2015,39516.03,,8282396.0,209.5958526,2176779.0,15189.34,12519.1,1537.0,694118000000.0,118468205525.1,4469362297.14,34278669399.23,24310654242.52,21122773534.03,66331158669.22,246583945123.96,141872825390.45,,2.134661674,23.94,,0.0,39090.8,48392.16573,,-1.143908672,3.996447542,,10.5,8.2,82.89756098,1.992946982,,,7245361.8,1.339359045,1.938408136,32.3,1.558521271,0.688261827
11715,CHE,Switzerland,Europe & Central Asia,01 January 2020,39516.03,0.756115139,8638167.0,218.5990597,2253266.0,15042.14,12691.1,1537.0,739914000000.0,148696400882.37,6285963175.24,38623509246.18,31127640510.93,,69338924052.6,260568024932.38,154722594569.54,0.756115139,2.07655406,26.37,,0.0,34916.1,43987.63547,,-0.725874933,3.401207848,,9.9,8.8,83.0,2.010252953,,,8150106.42,1.191661119,1.817349553,,1.539667368,0.544068822
11821,TJK,Tajikistan,Europe & Central Asia,01 January 2000,139960.0,,6272998.0,44.81993427,4610591.0,45730.0,4100.0,691.0,860541842.3,77064419.03,5147542.15,20039524.62,7619628.85,,66288260.09,,981672727.46,,-1.265867949,62.41,2142.037986,96119.0,2200.97,6617.470663,,,,,31.771,7.54,63.26,-1.15839386,,,3048.65,-1.647763491,-1.381689906,,-1.382805347,4.511399134
11826,TJK,Tajikistan,Europe & Central Asia,01 January 2005,139960.0,,6929145.0,49.50803801,5092229.0,46720.0,4100.0,691.0,2312352268.0,,,81212818.22,22863419.82,2212921.19,,398284766.45,,,-1.176047444,63.73,2106.176159,48504.0,2471.2,7439.920478,,7.091932441,12.57419374,,28.48,6.116,66.514,-1.162422657,,,20696.66,-1.392462134,-1.100242376,,-1.266097903,2.265791975
11831,TJK,Tajikistan,Europe & Central Asia,01 January 2010,139960.0,,7621779.0,54.45683767,5600483.0,47557.0,4100.0,691.0,5642221529.0,,53762197.0,226069717.15,66596714.32,5029476.16,,796370071.85,,,-1.297203541,61.83,1869.773448,92130.0,2446.9,8792.343742,,6.445314408,9.725941381,16.67879028,31.045,5.934,67.742,-0.930016458,,,880315.47,-1.034538388,-1.212895751,,-1.431077838,2.374773503
11836,TJK,Tajikistan,Europe & Central Asia,01 January 2015,138790.0,,8524063.0,61.41698249,6244558.0,48438.0,4218.0,691.0,8271431932.0,,106038302.75,410903237.54,169147219.68,8552660.53,,714939784.2,,,-1.123586297,48.11,,170481.0,4904.8,12418.62533,,5.714559496,17.75116938,25.07626016,31.228,5.43,69.306,-0.856023848,,,1617867.16,-0.882642269,-1.062076569,34.0,-1.569081903,
11841,TJK,Tajikistan,Europe & Central Asia,01 January 2020,138790.0,0.504116356,9543207.0,68.76004755,6918252.0,49160.0,4238.0,691.0,8133963813.0,,82209138.69,481299888.64,174967710.89,7241667.82,,548494262.9,,0.504116356,-1.327855587,38.75,,47168.0,9328.8,17692.28592,,,,,27.53,6.121,67.994,-0.706447482,,,,-0.506825924,-1.225547194,,-1.779734373,0.911643224
11884,TZA,Tanzania,Sub-Saharan Africa,01 January 2000,885800.0,,34463704.0,38.90686837,26775196.0,340000.0,536700.1,1071.0,13375976354.0,,198936082.57,,99766620.36,,,1309802427.43,,,-0.810984015,93.73,57.45174692,31482215.0,2946.4,45589.43222,,5.923961096,12.36253164,11.79416667,42.131,13.251,52.362,-0.556626618,,,40389.54,-0.701925755,-0.337012172,37.3,-0.47222051,
11889,TZA,Tanzania,Sub-Saharan Africa,01 January 2005,885800.0,,39439505.0,44.5241646,29640760.0,353142.0,518100.1,1071.0,18399046025.0,,151597339.01,652476188.98,425233162.1,,,2476484993.62,,,-0.607605696,90.76,77.61253596,33998470.0,5660.0,59486.67382,,5.034570093,8.327256062,4.58186539,42.069,10.879,56.299,-0.431916296,,,433834.56,-0.583453715,-0.286303788,,-0.363443345,
11894,TZA,Tanzania,Sub-Saharan Africa,01 January 2010,885800.0,,45110527.0,50.92631181,32428153.0,373990.0,499500.1,1071.0,32014247548.0,4223666055.55,286855368.34,1453991044.39,464199354.23,119435553.97,3173335960.79,3934617558.86,,,-0.542279363,89.74,94.98891467,38434169.0,6909.9,65992.51273,,6.200155956,4.674687406,9.790833333,39.729,8.88,60.105,-0.622613788,,,1308205.28,0.014471621,-0.486346453,,-0.130868018,8.618830715
11899,TZA,Tanzania,Sub-Saharan Africa,01 January 2015,885800.0,,52542823.0,59.31680176,35930359.0,384605.0,480900.0,1071.0,47378603784.0,7045235314.3,517075805.1,1987470834.18,595672726.67,,4971197865.26,6041514637.34,,,-0.686201811,86.24,,38765455.0,10765.9,80273.02897,,5.58816953,7.912936186,3.195,38.741,6.959,64.651,-0.622383058,,,5254282.3,-0.41619435,-0.382719696,,-0.222010151,7.129422727
11904,TZA,Tanzania,Sub-Saharan Africa,01 January 2020,885800.0,0.389834702,61704518.0,69.65965003,39967867.0,395212.0,457450.0,1071.0,66068737757.0,,678013134.35,2130815967.12,1060558806.45,,,3475809560.67,,0.389834702,-0.357576698,83.95,,37084415.0,14435.5,89255.44823,,3.290290628,9.637502016,12.25892994,36.651,6.179,66.408,-0.714811623,,,14468172.26,-0.466188371,-0.587953031,,-0.73184222,3.70475303
11947,THA,Thailand,East Asia & Pacific,01 January 2000,510890.0,,63066603.0,123.444583,43272519.0,198340.0,189980.0,1622.0,126392000000.0,17067876133.66,1881004862.32,6639953074.73,2163237718.03,309293860.67,16401552246.97,29328455601.22,27761480181.72,,-0.230174467,21.82,1445.456005,11288922.0,168941.4,257420.5913,,1.591969175,6.416871607,,13.526,6.043,72.316,0.177485347,,,2326553.02,0.454958707,0.579018056,42.8,0.467802942,8.153285251
11952,THA,Thailand,East Asia & Pacific,01 January 2005,510890.0,,65821360.0,128.8366576,41196931.0,196100.0,195355.0,1622.0,189318000000.0,28994015786.38,1984487066.12,7456459910.86,3811088717.16,414398162.63,30407992625.96,46723529431.06,48196819297.13,,-0.206432834,20.11,1903.014462,4722554.0,222096.8,320716.4928,,4.540369196,-0.354173197,2.04681611,12.724,6.323,73.82,0.346963078,,,9890320.42,-0.870126605,-0.007557075,,-0.098295785,7.301581073
11957,THA,Thailand,East Asia & Pacific,01 January 2010,510890.0,0.584985316,68270489.0,133.6305056,38329783.0,210600.0,200730.0,1622.0,341105000000.0,59391208397.84,4962422572.57,11967464323.4,8530899983.22,,50936007425.43,75673146210.88,91760129179.22,0.584985316,-0.360339463,22.83,2271.449967,204811.0,240768.3,361217.6687,,3.247588424,0.243128639,2.892373252,11.926,6.307,76.131,0.093997881,,,15292589.54,-1.442788363,-0.233622625,39.4,-0.495821506,5.352239345
11962,THA,Thailand,East Asia & Pacific,01 January 2015,510890.0,,70294397.0,137.5920394,36768187.0,225100.0,200610.0,1622.0,401296000000.0,74972325486.83,5724815936.89,15505982092.07,11030429452.35,2472344526.4,64771648751.01,100600395910.63,151966250201.76,,-0.532454133,22.65,,281178.0,268853.3,393386.9983,,-0.900424963,3.981013973,3.121041655,10.607,6.724,77.717,0.28014797,,,27637034.22,-0.99442929,-0.168065548,36.0,-0.969098032,
