,Country Code,country,Region,date,land_area,human_capital_index,population,population_density,rural_population,Agricultural_land,forest_area,avg_precipitation,GDP_current_US,expense,military_expenditure,government_expenditure_on_education,government_health_expenditure,research_and_development_expenditure,tax_revenue,trade_in_services,central_goverment_debt,human_capital_index,control_of_corruption_estimate,renewvable_energy_consumption%,electric_power_consumption,Not_getting_Electricity,CO2_emisions,other_greenhouse_emisions,multidimensional_poverty_headcount_ratio%,inflation_annual%,real_interest_rate,risk_premium_on_lending,birth_rate,death_rate,life_expectancy_at_birth,goverment_effectiveness_estimate,doing_business,statistical_performance_indicators,individuals_using_internet,political_stability_estimate,rule_of_law_estimate,gini_index,voice_and_accountability_estimate,intentional_homicides
8560,NRU,Nauru,East Asia & Pacific,01 January 2015,20.0,,11185.0,559.25,0.0,4.0,0.0,,84863407.87,80755145.02,,4747623.92,7021180.9,,14408519.43,59267320.72,,,-0.530125439,0.1,,112.0,54.5,59.716183,,,,,31.856,6.933,62.269,-0.536794186,,,,0.54376024,-1.086264968,,0.546864092,
8565,NRU,Nauru,East Asia & Pacific,01 January 2020,20.0,0.508412123,12315.0,615.75,0.0,4.0,0.0,,124685686.6,129169748.97,,6442571.63,11123817.13,,55294152.15,,,0.508412123,-0.467435479,1.4,,0.0,41.4,47.328063,,,,,28.364,6.602,63.437,-0.082360469,,,9443.47,0.962256372,-0.747854829,,0.425993741,
8608,NPL,Nepal,South Asia,01 January 2000,143350.0,,24559500.0,171.3254273,21269264.0,42491.0,57807.6,1500.0,5494252208.0,,52862965.09,163462250.5,26638958.2,,479976835.08,705879463.71,3547821051.09,,-0.567300498,88.29,57.33015737,17224117.0,3221.0,26541.08889,,2.478820207,,,30.614,8.294,62.614,-0.396729678,,,50261.43,-1.163825631,-0.210961655,,-0.280598551,2.585557471
8613,NPL,Nepal,South Asia,01 January 2005,143350.0,,26285110.0,183.3631671,22303179.0,42020.0,58713.95,1500.0,8130258415.0,,156845805.11,273553926.49,61103908.36,,746313284.21,815078079.7,4208597621.52,,-0.742212892,89.52,75.47999609,14172810.0,3188.6,27869.13564,,6.836332659,,,26.033,7.132,65.457,-0.863498569,,,217259.91,-2.098404884,-0.825216174,,-1.146815538,3.340294182
8618,NPL,Nepal,South Asia,01 January 2010,143350.0,,27161567.0,189.4772724,22607115.0,41260.0,59620.3,1500.0,16002656434.0,2502047479.59,250228167.05,581171684.81,126243394.75,48360026.14,2143734329.37,1540604164.26,5418902932.33,,-0.695682704,87.29,101.9823341,8528732.0,4640.9,31721.86702,,9.326504107,,,22.589,6.987,66.814,-0.891942501,,,2153912.26,-1.583971143,-0.959066808,32.8,-0.447481632,2.993199969
8623,NPL,Nepal,South Asia,01 January 2015,143350.0,,27610325.0,192.6077782,22486677.0,41210.0,59620.3,1500.0,24360801338.0,3408027007.99,379207572.56,802506572.14,221507270.77,,3577701480.19,2631306000.09,,,-0.576670051,85.04,,4965930.0,7186.2,36045.56905,,7.868908956,,,22.05,7.376,67.456,-1.068261385,,,4854341.87,-0.998334587,-0.681917131,,-0.415430844,2.020983056
8628,NPL,Nepal,South Asia,01 January 2020,143350.0,0.504601777,29348627.0,204.7340565,23309854.0,41210.0,59620.3,1500.0,33433659223.0,6741824807.87,467928449.68,1398563792.47,519824153.12,,5273708297.76,1978660878.97,13055363528.36,0.504601777,-0.572755277,74.54,,2964211.0,14949.2,45868.55644,,5.052366553,,,20.64,7.209,69.246,-0.939734459,,,13455218.19,-0.195006311,-0.488593698,,-0.08492022,
8671,NLD,Netherlands,Europe & Central Asia,01 January 2000,33760.0,,15925513.0,471.7272808,3695515.0,19581.0,3595.0,778.0,417479000000.0,153104357655.86,5986666982.76,19141913963.93,22170378181.66,7472039342.39,87411544614.48,100966054191.72,,,2.138006687,1.73,6507.105925,0.0,162096.7,206297.6914,,2.360522338,1.325944635,,13.0,8.8,77.98780488,1.983375669,,,7004733.6,1.758681178,1.74453032,,1.543961287,1.132137063
8676,NLD,Netherlands,Europe & Central Asia,01 January 2005,33760.0,,16319868.0,483.4084123,2834761.0,19377.0,3664.9,778.0,685348000000.0,252858792742.34,9570783929.92,35017169313.89,42578977196.81,12157251136.67,145532397451.11,193868807678.3,,,1.960848689,2.74,6912.372085,0.0,167926.0,203063.9173,,1.688130179,0.766842868,,11.5,8.4,79.34634146,1.937205434,,,13219093.08,0.988100886,1.752622843,29.0,1.666020036,1.069990212
8681,NLD,Netherlands,Europe & Central Asia,01 January 2010,33730.0,0.797099113,16615394.0,492.5998814,2137737.0,18723.0,3734.8,778.0,847381000000.0,354789679050.18,11231473468.5,46513505444.79,58876411337.21,14439711624.56,177832988971.83,259152412946.98,,0.797099113,2.090060711,3.85,7006.273821,0.0,171110.5,200804.2066,15.1,1.275305696,0.802043739,,11.1,8.2,80.70243902,1.770125628,,,15073485.44,0.940750122,1.811732054,27.8,1.450568914,0.866576314
8686,NLD,Netherlands,Europe & Central Asia,01 January 2015,33670.0,,16939923.0,503.1162162,1664686.0,18460.0,3648.3,778.0,765573000000.0,307618088679.73,8671733450.17,40944067349.1,52207034851.96,16429655847.24,162000025659.78,352257689974.96,,,1.872336745,5.75,,0.0,157376.0,186745.193,16.4,0.600248147,,,10.1,8.7,81.5097561,1.854610324,,,15537998.34,0.926119328,1.936329961,28.2,1.561163306,0.610288973
8691,NLD,Netherlands,Europe & Central Asia,01 January 2020,33670.0,0.789915025,17441500.0,518.013068,1354158.0,18144.5,3695.0,778.0,909793000000.0,390708538164.99,13470865875.8,48219030737.7,69705747022.89,20872743798.33,221745838881.0,353516939804.74,,0.789915025,2.031072617,10.79,,0.0,130315.1,155912.4883,16.3,1.272460378,,,9.7,9.7,81.35853659,1.843825102,,,15929903.33,0.859951735,1.748748064,26.0,1.524296045,0.613723635
8797,NZL,New Zealand,East Asia & Pacific,01 January 2000,263310.0,,3857700.0,14.65079184,539268.0,154130.0,98504.4,1732.0,52622954599.0,,878141401.34,,2928188421.79,,,9761358437.15,,,2.181960344,26.44,9384.348187,0.0,29455.0,77211.86374,,2.615234462,4.792761735,1.422717987,14.66,6.91,78.63658537,1.58685112,,,1827761.15,1.362381816,1.795413971,,1.678681374,1.348804466
8802,NZL,New Zealand,East Asia & Pacific,01 January 2005,263310.0,,4133900.0,15.69974555,564649.0,117120.0,98492.8,1732.0,114720000000.0,35546792217.89,1465081535.86,7203223173.56,7303235681.81,1285357287.97,34774966715.38,18544807070.74,50671650864.58,,2.19131422,26.79,9673.673771,0.0,34232.2,84374.95409,,3.037023326,5.649366736,1.238393496,13.96,6.54,79.85121951,1.740871668,,,2592790.86,1.252252102,1.846398473,,1.628601551,1.476003689
8807,NZL,New Zealand,East Asia & Pacific,01 January 2010,263310.0,0.778691292,4350700.0,16.52310964,602137.0,114080.0,98481.2,1732.0,146518000000.0,50157199369.41,1948156839.3,10256831497.85,11001099476.22,,38317827016.56,21816305353.48,51003722674.63,0.778691292,2.3294034,29.37,9601.903142,0.0,31049.3,80643.49163,,2.30202386,3.023510209,3.480158992,14.68,6.53,80.90487805,1.811123967,,,3500573.22,1.236488819,1.861887574,,1.507505536,0.989338497
8812,NZL,New Zealand,East Asia & Pacific,01 January 2015,263310.0,,4609400.0,17.50560176,629598.0,107120.0,98466.1,1732.0,178064000000.0,56168355024.96,1978417908.82,11262654644.31,12347234578.29,2186928694.68,48821293785.63,27180627250.44,76460398478.24,,2.274009466,29.32,,0.0,32281.2,82190.23208,,0.292704628,4.270209274,2.76875,13.23,6.85,81.61243902,1.879478693,,,3927208.8,1.525453329,1.99450326,,1.554865479,1.04561723
8817,NZL,New Zealand,East Asia & Pacific,01 January 2020,263310.0,0.775932431,5090200.0,19.33158634,677048.0,101540.0,98925.9,1732.0,212570000000.0,77428039675.57,3085953255.3,12711686040.39,16448195098.48,,58229952243.5,23209415125.47,98093025146.99,0.775932431,2.14821744,28.61,,0.0,31359.7,80158.02583,,1.7145617,,,11.32,6.41,82.25609756,1.580373883,,,4727017.99,1.492021561,1.873399258,,1.595427036,
8860,NIC,Nicaragua,Latin America & Caribbean,01 January 2000,120340.0,,5123222.0,42.57289347,2295972.0,51410.0,53993.2,2280.0,5107329007.0,648285263.89,39977691.4,153301588.85,131114422.27,,543770685.47,654399999.75,,,-0.935892701,58.42,341.1915392,1385720.0,3768.0,12237.58212,,7.069913523,8.821366248,,27.61,5.547,67.234,-0.660692811,,,50218.67,-0.066172294,-0.862790763,,-0.125508621,9.291027278
8865,NIC,Nicaragua,Latin America & Caribbean,01 January 2005,120340.0,,5454678.0,45.32722287,2403604.0,53060.0,47937.35,2280.0,6321324455.0,867131670.87,44274813.38,,158545050.16,,815438432.03,978899999.74,,,-0.616481483,52.76,411.2066743,1427936.0,4338.7,13828.50507,,9.599099861,2.033608288,,25.204,5.614,67.936,-0.831532359,,,139986.19,-0.339232922,-0.614661515,48.8,-0.24899523,13.36467524
8870,NIC,Nicaragua,Latin America & Caribbean,01 January 2010,120340.0,,5855734.0,48.65991358,2522826.0,50260.0,41881.5,2280.0,8758619131.0,1313199524.88,44272426.76,392757507.34,311339075.62,,1198033735.57,1544699999.9,,,-0.755830348,54.44,503.779714,1163250.0,4513.2,14606.29421,,5.455134259,6.767166763,,24.105,4.491,72.009,-0.953751266,,,585573.4,-0.499709249,-0.837366939,,-0.477622449,13.40566472
8875,NIC,Nicaragua,Latin America & Caribbean,01 January 2015,120340.0,,6298598.0,52.34001994,2652025.0,50650.0,39075.3,2280.0,12756722238.0,2031416536.67,98933148.4,520274009.22,569697402.94,13703270.65,1988714766.29,2277600000.2,,,-0.882364571,50.0,,1055484.0,5286.7,18256.21155,,3.997379967,4.148558293,,22.797,4.635,72.983,-0.819911599,,,1241094.11,-0.086607538,-0.743785203,,-0.414745241,8.319311694
8880,NIC,Nicaragua,Latin America & Caribbean,01 January 2020,120340.0,0.508098245,6755895.0,56.14006149,2769106.0,50650.0,34075.3,2280.0,12678162359.0,2089208827.37,84320811.84,586998931.67,676472400.87,,2164880776.0,1559299999.82,,0.508098245,-1.160550714,52.13,,945602.0,4582.2,18448.51145,,3.681813416,5.504180706,,20.903,5.703,71.795,-0.650465131,,,3607962.26,-0.602020741,-1.184166193,,-1.097631931,
8923,NER,Niger,Sub-Saharan Africa,01 January 2000,1266700.0,,11622665.0,9.175546696,9741420.0,370000.0,13281.0,151.0,2241753193.0,,26107700.15,57501419.63,25331781.49,,,170769695.55,,,-0.945642471,87.62,31.92039003,10869344.0,660.227,19006.03069,,2.900149736,,,52.659,17.431,49.322,-1.150753498,,,4214.53,0.12496803,-0.765444338,,-0.11989437,
8928,NER,Niger,Sub-Saharan Africa,01 January 2005,1266700.0,,13855221.0,10.93804453,11604856.0,429650.0,12660.0,151.0,4383315967.0,,42674942.02,,84167649.02,,,367963817.59,,,-0.724550962,87.54,36.08747923,12871500.0,742.119,23298.22364,,7.797497818,2.034613046,,50.63,13.922,53.59,-0.792276323,,,30667.33,-0.4860107,-0.721390843,44.4,-0.283560395,
8933,NER,Niger,Sub-Saharan Africa,01 January 2010,1266700.0,,16647543.0,13.14245125,13947145.0,439820.0,12039.0,151.0,7851192499.0,,91834707.44,213705538.47,103002791.19,,,964685802.58,,,-0.658249199,80.67,43.73017688,14379820.0,1361.057,28101.15571,,0.804073081,1.583270972,,48.51,10.589,58.367,-0.705803335,,,138174.61,-1.160744548,-0.499165297,,-0.666964293,
8938,NER,Niger,Sub-Saharan Africa,01 January 2015,1266700.0,,20128124.0,15.89020605,16857908.0,456970.0,11418.0,151.0,9683867927.0,,,434485138.15,107648893.37,,,1204657879.29,,,-0.650866568,78.88,,16786855.0,2111.59,35844.07658,,-0.57609037,2.840837677,,46.558,8.799,61.083,-0.691085339,,,498416.63,-1.066546202,-0.577400088,,-0.204202279,
8943,NER,Niger,Sub-Saharan Africa,01 January 2020,1266700.0,0.315685183,24333639.0,19.2102621,20287928.0,465970.0,10797.0,151.0,13744174582.0,,334565964.03,527447819.0,321949158.53,,,1298389596.17,,0.315685183,-0.617668211,81.91,,19777917.0,2197.95,44795.82741,,2.89819376,,,45.588,8.281,61.451,-0.634796858,,,5222922.34,-1.657888293,-0.55643189,,-0.490123719,
8986,NGA,Nigeria,Sub-Saharan Africa,01 January 2000,910770.0,,122851984.0,134.8880442,80050353.0,661839.6,248930.4,1150.0,69448962761.0,,377477089.73,,406689042.33,,,5133213260.25,,,-1.324634433,86.21,74.1461367,69804534.0,97215.1,256054.6234,,6.933292156,-1.140888642,5.774166667,43.5,17.464,47.193,-0.970691919,,,78724.54,-1.455326319,-1.160920024,,-0.481231272,
8991,NGA,Nigeria,Sub-Saharan Africa,01 January 2005,910770.0,,140490722.0,154.2548854,85595377.0,670004.9,240765.1,1150.0,175671000000.0,,698156847.66,,2004989601.23,,,8416088014.46,,,-1.180775523,84.01,127.8305054,74708449.0,98719.0,273892.8306,,17.86349337,-1.593680481,10.12083333,43.075,15.883,49.297,-0.901512623,,,4986234.49,-1.666500449,-1.35421598,,-0.868943334,
8996,NGA,Nigeria,Sub-Saharan Africa,01 January 2010,910770.0,,160952853.0,176.7217333,90970553.0,678170.2,232599.8,1150.0,366991000000.0,,1978929672.26,1711586189.79,1645845712.07,,,24413081402.77,,,-1.051508546,86.46,134.3499018,83695484.0,90055.2,271562.9226,,13.74005214,1.067736064,13.73666667,42.094,14.628,50.945,-1.169436932,,,18509578.1,-2.211123228,-1.158836246,35.7,-0.77708143,
9001,NGA,Nigeria,Sub-Saharan Africa,01 January 2015,910770.0,,183995785.0,202.0222284,95975881.0,686335.5,224434.5,1150.0,493027000000.0,,2059060889.27,,2904315711.08,,,22772725312.92,,,-1.070220828,82.18,,87397998.0,107746.4,299724.3287,,9.00943498,13.59615325,7.455833333,39.51,13.803,51.841,-0.971849918,,,45078967.32,-1.925442815,-0.967466533,35.9,-0.372613758,
9006,NGA,Nigeria,Sub-Saharan Africa,01 January 2020,910770.0,0.360609829,208327405.0,228.737667,100084652.0,694500.5,216269.5,1150.0,432199000000.0,,2713811383.79,,2186834362.97,,,23825530821.76,,0.360609829,-1.082718611,82.51,,92914023.0,111978.1,322336.5011,,13.24602343,5.371280212,12.00952167,37.467,12.997,52.887,-1.115896702,,,107201895.56,-1.87046504,-0.82598722,,-0.580638468,
9049,MKD,North Macedonia,Europe & Central Asia,01 January 2000,25430.0,,2026350.0,79.68344475,839963.0,12350.0,9575.5,619.0,3772859053.0,,69828885.01,,177784940.47,15803751.47,,718026047.98,,,-0.638975918,19.38,2907.691169,19798.0,8522.1,11473.43576,,6.60742291,,,14.5,8.5,72.94634146,-0.83855319,,,50366.27,-0.614017069,-0.596572578,,-0.343047291,2.306255522
9054,MKD,North Macedonia,Europe & Central Asia,01 January 2005,25430.0,,2036855.0,80.09653952,865012.0,12280.0,9589.9,619.0,6258602830.0,1808389919.99,127003530.7,,273863473.24,14285260.77,1153153745.54,1231850897.68,,,-0.488400877,19.03,3413.105007,19259.0,8881.8,11773.93046,,0.525515951,7.265168467,,11.0,9.0,73.69756098,-0.339008659,,,538748.15,-1.155975223,-0.297171354,,-0.101468585,
9059,MKD,North Macedonia,Europe & Central Asia,01 January 2010,25220.0,0.537773967,2055004.0,81.48310864,881823.0,11190.0,9604.3,619.0,9407170389.0,2830243982.15,130021639.3,,382549420.06,20351472.89,1586584458.98,1803646645.86,,0.537773967,-0.092976823,22.3,3601.452844,10327.0,8329.6,11251.16748,47.2,1.50997522,8.481425489,,11.8,9.3,74.99756098,-0.187860429,,,1066547.08,-0.518517077,-0.302208334,40.2,0.114981435,2.053654837
9064,MKD,North Macedonia,Europe & Central Asia,01 January 2015,25220.0,,2070226.0,82.08667724,881751.0,12620.0,9944.0,619.0,10064519963.0,2898038971.8,99983728.38,,414587903.69,44698545.05,1692674429.79,2670075952.1,,,-0.238546744,23.91,,2002.0,7142.1,10151.01668,41.6,-0.299920476,5.34575818,,11.1,9.9,75.40243902,0.00162897,,,1457029.26,-0.287016064,-0.216180369,35.6,-0.181890145,1.185979633
9069,MKD,North Macedonia,Europe & Central Asia,01 January 2020,25220.0,0.557349205,2072531.0,82.17807296,860473.0,12620.0,10014.9,619.0,12363580535.0,4317876762.75,154312526.24,,589113099.53,46437609.73,1993878388.94,2831850801.74,,0.557349205,-0.471355915,20.26,,0.0,6796.7,9768.859944,39.8,1.200073489,2.21851246,,9.2,12.4,74.39512195,0.063724369,,,1687155.01,0.108251318,-0.082664944,,0.057720866,
9175,NOR,Norway,Europe & Central Asia,01 January 2000,365244.0,,4490967.0,12.29579952,1076934.0,10420.0,121130.0,1414.0,171456000000.0,54800565636.4,2924751096.17,11088522274.6,10800837183.21,,45730666256.08,33596408628.31,,,2.123349667,60.18,24993.7263,0.0,34283.1,47470.80042,,3.085506091,,,13.2,9.8,78.63414634,1.816123009,,,2335302.84,1.533282995,1.830875516,27.4,1.526009202,1.068756323
9180,NOR,Norway,Europe & Central Asia,01 January 2005,365244.0,,4623291.0,12.65808884,1032150.0,10360.0,121075.0,1414.0,309979000000.0,102740224657.83,4902217507.6,21280274919.93,21440717706.89,4595097840.69,87425652088.9,58962660971.63,,,2.000252724,58.56,25083.21453,0.0,36366.4,48582.47524,,1.532133676,,,12.3,8.9,80.04146341,1.858618736,,,3790636.29,1.295277238,1.912481785,30.6,1.640593052,0.713715823
9185,NOR,Norway,Europe & Central Asia,01 January 2010,365244.0,0.77056706,4889252.0,13.38626233,1021756.0,10059.0,121020.0,1414.0,431052000000.0,149683281070.99,6533447314.54,29080232626.07,32506724338.56,7112314735.31,115279542356.42,86525321418.58,,0.77056706,2.07725215,56.71,24890.92401,0.0,40116.4,50072.21256,14.9,2.418906395,,,12.6,8.5,80.99756098,1.873342752,,,4566072.44,1.332311511,1.88987577,25.7,1.595087767,0.593078447
9190,NOR,Norway,Europe & Central Asia,01 January 2015,365190.7,,5188607.0,14.20793848,981114.0,9860.3,121410.0,1414.0,388160000000.0,148087775202.66,5850656421.61,29381112162.54,33629732755.46,7511905437.25,85738911099.71,88916475302.94,,,2.241137266,57.28,,0.0,40288.8,50089.67668,15.0,2.171136654,6.486376482,,11.3,7.8,82.30487805,1.85963881,,,5023107.34,1.161716104,2.004235983,27.5,1.687934279,0.462395984
9195,NOR,Norway,Europe & Central Asia,01 January 2020,364285.0,0.771051168,5379475.0,14.76721523,915909.0,9859.62,121800.0,1414.0,367633000000.0,166872134852.3,7374846467.73,21690347349.25,35979599013.99,8367363975.65,78133728118.15,73639974120.29,,0.771051168,2.097700119,61.29,,0.0,36177.4,46116.8172,15.9,1.286584907,5.349419417,,9.8,7.5,83.2097561,1.927046537,,,5218090.82,1.246279836,1.972491264,,1.724217772,0.576225422
9238,OMN,Oman,Middle East & North Africa,01 January 2000,309500.0,,2344253.0,7.574323102,666495.0,11730.0,30.0,125.0,19507452536.0,,1577229634.33,624285278.95,488564735.94,,,2210298700.14,,,0.766030848,0.0,3097.788507,0.0,25115.0,39434.53923,,,-6.18960963,,24.787,3.156,73.466,0.288999677,,,82527.58,1.121424675,0.537889302,,-0.755833328,
9243,OMN,Oman,Middle East & North Africa,01 January 2005,309500.0,,2515192.0,8.126630048,694193.0,14650.0,30.0,125.0,31081991678.0,,2738989198.34,1093218921.67,662155986.76,,,4084369311.68,,,0.387739003,0.0,3917.792359,1339.0,31014.1,45950.22562,,1.909835535,-12.39626535,,21.383,2.914,74.396,0.320283026,,,168104.91,0.946494877,0.306262553,,-0.919637918,2.107194997
9248,OMN,Oman,Middle East & North Africa,01 January 2010,309500.0,0.547552466,2881914.0,9.311515347,715839.0,14432.0,30.0,125.0,64993498049.0,,4182705869.71,3117284963.49,1516372343.58,,,8171651494.3,,0.547552466,0.319510162,0.0,5826.683239,0.0,47076.3,64023.90219,,3.256579591,-18.86496961,,23.421,2.585,76.269,0.372534335,,,1032526.38,0.59024173,0.53682369,,-1.044802189,1.665559474
9253,OMN,Oman,Middle East & North Africa,01 January 2015,309500.0,,4191776.0,13.54370275,781766.0,14340.0,30.0,125.0,78710793238.0,,8603846080.15,,3307384854.87,197996991.73,,13610371454.61,,,0.264559597,0.0,,0.0,70131.7,91493.13854,,0.065290133,29.71419215,,21.316,2.205,77.687,0.079835407,,,3082212.89,0.783339798,0.37357989,,-1.061446548,0.38169974
9258,OMN,Oman,Middle East & North Africa,01 January 2020,309500.0,0.608116269,4543399.0,14.67980291,623536.0,14589.3,25.0,125.0,75909397659.0,,7474823740.46,,3648560550.7,281646640.41,,10413847477.13,,0.608116269,0.227259785,0.05,,0.0,71041.5,95082.40834,,-0.903874872,18.21435472,,18.791,3.025,74.757,0.135548577,,,4326783.06,0.426988631,0.615264595,,-1.144822359,0.308139381
9301,PAK,Pakistan,South Asia,01 January 2000,770880.0,,154369924.0,200.2515619,103455636.0,366980.0,45112.6,494.0,82017743416.0,12710277845.61,3419092299.29,1507338535.52,794142451.65,94861719.57,7461048562.54,3469999999.9,54748895871.53,,-0.894909561,51.05,334.1713118,41962539.0,98374.1,233585.3354,,4.366664513,,,35.761,8.77,62.102,-0.492341906,,,,-1.104804635,-1.000389218,,-1.220253587,5.769258543
9306,PAK,Pakistan,South Asia,01 January 2005,770880.0,,174372098.0,226.1987573,115116972.0,359650.0,43024.95,494.0,120055000000.0,,4678566632.27,2460791404.83,686782106.93,478407183.91,,11255972624.0,,,-1.062045574,47.96,408.7179131,38262311.0,121608.7,279294.6422,,9.06332737,1.142345815,1.890566667,32.867,8.402,62.466,-0.454609096,,,11041815.1,-1.751388311,-0.890321434,31.3,-0.976286173,5.609842465
9311,PAK,Pakistan,South Asia,01 January 2010,770880.0,,194454498.0,252.2500233,126401257.0,352420.0,40937.3,494.0,177166000000.0,,6065616349.23,4051556109.51,925050140.97,,,13748035088.61,,,-1.089610696,47.4,408.0029046,25040438.0,140378.6,323172.4462,44.7,12.93887056,2.879795804,1.49535,32.109,7.599,64.436,-0.770817995,,,15556359.84,-2.675933123,-0.737805545,28.8,-0.798651278,6.783077859
9316,PAK,Pakistan,South Asia,01 January 2015,770880.0,,210969298.0,273.6733318,134965499.0,362020.0,39326.0,494.0,270556000000.0,,9608491269.17,7169787797.36,1829987971.47,665703038.0,,14703994299.94,,,-0.806425869,45.88,,19034767.0,164152.3,375636.6688,,2.529328173,5.806906383,3.037633333,29.699,7.097,65.697,-0.667266607,,,23206622.78,-2.482707977,-0.759480298,31.3,-0.722057998,4.496388854
9321,PAK,Pakistan,South Asia,01 January 2020,770880.0,0.406070024,227196741.0,294.7238753,142759072.0,367230.0,37259.0,494.0,300426000000.0,,12112403080.56,7107233055.23,3124312002.11,,,13377031399.39,,0.406070024,-0.832873285,46.6,,12529258.0,184111.2,436608.9225,,9.739993139,0.739692508,2.108016093,27.967,7.06,66.269,-0.540501833,,,43019281.89,-1.785477161,-0.693787277,,-0.877368927,3.736849385
9364,PLW,Palau,East Asia & Pacific,01 January 2000,460.0,,19726.0,42.8826087,5851.0,43.0,395.8,,146297500.0,,,11730103.74,6758365.32,,,,,,,0.0,,405.0,211.5,228.478731,,,,,14.5,6.5,70.49365854,,,,,,0.839712262,,1.117948532,
9369,PLW,Palau,East Asia & Pacific,01 January 2005,460.0,,19831.0,43.11086957,5721.0,43.0,400.7,,190452900.0,,,,6723969.94,,,102644319.57,,,,0.0,,215.0,226.7,245.464862,,3.951462352,,,14.0,6.7,69.12926829,,,,,1.070744872,0.776517034,,1.19432354,
9374,PLW,Palau,East Asia & Pacific,01 January 2010,460.0,,18540.0,40.30434783,4669.0,43.0,405.6,,185943000.0,94056421.99,,14429177.23,7674395.78,,31233389.93,126972483.61,60899132.0,,-0.502526104,0.0,,227.0,214.8,235.764258,,1.442190174,,,11.9,8.1,,-0.854407668,,,,1.453984499,0.74797523,,1.192970753,
